station_key,line,station_name,station_name_norm,x,y,radius,is_transfer,enabled,coord_status,memo
9호선_석촌,9호선,석촌,석촌,,,35,True,False,pending,
9호선_석촌고분,9호선,석촌고분,석촌고분,,,35,False,False,pending,
9호선_선유도,9호선,선유도,선유도,,,35,False,False,pending,
9호선_선정릉,9호선,선정릉,선정릉,,,35,False,False,pending,
9호선_송파나루,9호선,송파나루,송파나루,,,35,False,False,pending,
9호선_신논현,9호선,신논현,신논현,,,35,False,False,pending,
9호선_신목동,9호선,신목동,신목동,,,35,False,False,pending,
9호선_신반포,9호선,신반포,신반포,,,35,False,False,pending,
9호선_신방화,9호선,신방화,신방화,,,35,False,False,pending,
9호선_양천향교,9호선,양천향교,양천향교,,,35,False,False,pending,
9호선_언주,9호선,언주,언주,,,35,False,False,pending,
9호선_여의도,9호선,여의도,여의도,,,35,True,False,pending,
9호선_염창,9호선,염창,염창,,,35,False,False,pending,
9호선_올림픽공원,9호선,올림픽공원,올림픽공원,,,35,True,False,pending,
9호선_종합운동장,9호선,종합운동장,종합운동장,,,35,True,False,pending,
9호선_중앙보훈병원,9호선,중앙보훈병원,중앙보훈병원,,,35,False,False,pending,
9호선_증미,9호선,증미,증미,,,35,False,False,pending,
9호선_한성백제,9호선,한성백제,한성백제,,,35,False,False,pending,
9호선_흑석,9호선,흑석,흑석,,,35,False,False,pending,
